,Title,Source,Description,Keywords
1317,Soshi-arai ÅEÅEÅEÅE≠ÅEÅE¥ÅE (Washing the Book) / Furyu yatsushi nana KomachiÅEÄÄÅE¢®ÅEµÅEÅEÅE•ÅE∏ÅEÅE∞ÅEÅEÅE∫ (Stylishly Casual Seven Komachis),https://research.britishmuseum.org/collectionimages/AN00513/AN00513696_001_l.jpg,"Woodblock print. Popular culture. Classical series. Two girls on floor dipping letter in bowl of water, with another. Poem. Nishiki-e on paper.",literature;child;yatsushi
1318,Omu ÅE∏ÅEÅEµ° (The Parrot) / Furyu yatsushi nana Komachi ÅE¢®ÅEµÅEÅEÅE•ÅE∏ÅEÅE∞ÅEÅEÅE∫ (Stylishly Casual Seven Komachis),https://research.britishmuseum.org/collectionimages/AN00513/AN00513546_001_l.jpg,Woodblock print. Popular culture. Classical series. A girl giving a letter to maid in front of a screen with a parrot painted on it. Poem. Nishiki-e on paper.,servant/domestic worker;literature;child;bird;yatsushi
1319,Amagoi ÅEÅE®ÅEπÅE (Praying for Rain) / Furyu yatsushi nana Komachi ÅEµÆÅEµÅEÅEÅE•ÅE∏ÅEÅE∞ÅEÅEÅE∫ (Stylishly Casual Seven Komachis),https://research.britishmuseum.org/collectionimages/AN00513/AN00513545_001_l.jpg,Woodblock print. Popular culture. Classical series. Two girls in open room by garden looking at rain outside. Poem. Nishiki-e on paper.,literature;garden;child;yatsushi
1320,Shimizu ÅE∏ÅEÅE∞¥ (Pure Waters) / Furyu yatsushi nana KomachiÅEÄÄÅE¢®ÅEµÅEÅEÅE•ÅE∏ÅEÅE∞ÅEÅEÅE∫ (Stylishly Casual Seven Komachis),https://research.britishmuseum.org/collectionimages/AN00513/AN00513543_001_l.jpg,Woodblock print. Popular culture. Classical series. Geisha and attendant looking at a fount of water. Poem. Nishiki-e on paper.,attendant;literature;geisha;yatsushi
1321,Sekidera ÅEÅE¢ÅEØ∫ (Sekidera) / Furyu yatsushi nana Komachi ÅEµÆÅEµÅEÅEÅE•ÅE∏ÅEÅE∞ÅEÅEÅE∫ (Stylishly Casual Seven Komachis),https://research.britishmuseum.org/collectionimages/AN00513/AN00513542_001_l.jpg,"Woodblock print. Popular culture. Classical series. Temple, courtesan standing in room by garden, with young man tending brazier. Poem. Nishiki-e on paper.",courtesan/prostitute;literature;garden;yatsushi
1322,painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00229/AN00229849_001_l.jpg,"Painting. Lady seated at writing table, attended by maid. According to reg. in a lacquer box, inscribed in Latin script. Painting signed.",courtesan/prostitute
1323,painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00232/AN00232231_001_l.jpg,Hanging scroll. Courtesan reading and with samisen. Ink and colour and mica on silk.,geisha
1324,painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00230/AN00230134_001_l.jpg,Hanging scroll. Girl fishing. Ink and colours on silk.,fuzoku
1325,painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00233/AN00233122_001_l.jpg,Hanging scroll. Courtesan and attendant. Ink and colours and gold on paper.,courtesan/prostitute
1326,print / hashira-e,https://research.britishmuseum.org/collectionimages/AN00612/AN00612178_001_l.jpg,"Colour woodblock pillar print, hashira-e. Fan-seller: modish-looking young man carrying box of fan-papers, watched from bamboo grille by courtesan. Signed and sealed.",trade/occupation;courtesan/prostitute
1327,Junitsuki nishiki-e ÅEÅEÅEÅE∫ÅEÅEÅEÅE ÅEÅE¶ÅEµµ,https://research.britishmuseum.org/collectionimages/AN00242/AN00242048_001_l.jpg,"Folding album, print. 1 vol. Twelve prints illustrating twelve months: each with name of festival celebrated in that month. Woodblock-printed.",seasons;festival
1328,Alex,https://research.britishmuseum.org/collectionimages/AN00158/AN00158973_001_l.jpg,"Grid of patches and stripes in bright colours forming a full frontal head and shoulders portrait of the artist Alex Katz.  1992 Colour woodcut in the ukiyo-e manner, on oriental paper",
1329,print,https://research.britishmuseum.org/collectionimages/AN00432/AN00432660_001_l.jpg,"Woodblock print. The actor Sawamura Gennosuke II in the role of a courtier holding a scroll and court fan. Poem by Renshotei Wakazumi. Signature, inscription, seals.",kabuki;actor/actress
1330,"Chojiya uchi Hinazuru, Kikutsuru, Tamatsuru, Utatsuru, Uratsuru, Miyatsuru, Iwatsuru ÅE∏ÅEÅE≠ÅEÅE±ÅEÅEÅEÅEÅEÅEÅEÅE∂¥ÅEÄÄÅEÅEÅEÅEÅEÅEÅEÅE§ÅEÅEÅEÅEÄÄÅEÅEÅEÅEÅEæÅEÅE§ÅEÅEÅEÅEÄÄÅEÅEÅEÅEÅEÅEÅEÅE§ÅEÅEÅEÅEÄÄÅEÅEÅEÅEÅEÅEÅEÅE§ÅEÅEÅEÅEÄÄÅEÅEøÅEÅEÅEÅEÅE§ÅEÅEÅEÅEÄÄÅEÅEÅEÅEÅEØÅEÅE§ÅEÅEÅE (Hinazuru of the Chojiya, [shinzo:] Kikutsuru, Tamatsuru, Utatsuru, Uratsuru, Miyatsuru, Iwatsuru)",https://research.britishmuseum.org/collectionimages/AN00525/AN00525339_001_l.jpg,"Colour woodblock print. Bijinga. Hinazuru showing back of dress; shinzo and kamuro to left; with poem. Nishiki-e on paper. Inscribed, signed, sealed and marked.",courtesan/prostitute;bijin;kamuro
1331,"Tamaya uchi Hanamurasaki, Shirabe, TerihaÅEÄÄÅEÅEÅEÅE±ÅEÅEÅEÅEÅEÅE±ÅE¥´ÅEÄÄÅEÅEÅEÅEÅEÅEÅEÅEπÅEÄÄÅEÅE¶ÅEÅEÅEÅEÅEØ (Hanamurasaki of the Tamaya, [kamuro:] Shirabe, Teriha) / Mutamagawa ÅEÅE≠ÅEÅEÅEÅE∑ÅE (Six Jewel Rivers)",https://research.britishmuseum.org/collectionimages/AN00527/AN00527041_001_l.jpg,"Colour woodblock print. Courtesan Hanamurasaki of Tamaya seated with smoking equipment, looking at her reflection in large mirror held by her assistant; with poem. Nishiki-e on paper, with metallic filings. Inscribed, signed, sealed and marked.",courtesan/prostitute
1332,print,https://research.britishmuseum.org/collectionimages/AN00422/AN00422043_001_l.jpg,"Woodblock print. Bijinga. Lady having her hair dressed by hair maid,with autumn grasses visible through open window.1 of 2 impressions. Nishiki-e on paper.",servant/domestic worker;seasons;bijin
1333,forgery / painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00329/AN00329504_001_l.jpg,Hanging scroll. Landscape. Waterfall. Ink and colours on silk.,waterfall/cascade
1334,painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN16129/AN1612936280_l.jpg,Hanging scroll; ink and colour on paper.  Courtesan reading a letter.,bijin
1335,Furyu juniki no eiga ÅE¢®ÅEµÅEÅEÅEÅEÅE∫ÅEÅE≠£ÅEÅEÆÅE†ÅEÅEÅE± (Prosperous Flowers of the Elegant Twelve Months),https://research.britishmuseum.org/collectionimages/AN00761/AN00761300_001_l.jpg,"Illustrated book, folding album. Book of erotic scenes corresponding to the twelve months. Woodblock-printed. Page 1.",
1336,Gonchunagon Atsutada / Mitate sanjurokkasen no uchi,https://research.britishmuseum.org/collectionimages/AN00429/AN00429931_001_l.jpg,"Colour woodblock print. Half-length portrait of Bando Mitsugoro IV (changed to Morita Kan'ya 11 1850/11) as ?Shunkan Soto. Poem by Gonchunagon (Fujiwara no) ?Atsutada inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
1337,Oshikochi no Mitsune / Mitate sanjurokkasen no uchi,https://research.britishmuseum.org/collectionimages/AN00429/AN00429913_001_l.jpg,"Colour woodblock print. Half-length portrait of Bando Shuka I as Shajin Sakuramaru. Poem by Oshikochi no Mitsune inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
1338,Ki no Tsurayuki / Mitate sanjurokkasen no uchi,https://research.britishmuseum.org/collectionimages/AN00429/AN00429935_001_l.jpg,"Colour woodblock print. Half-length portrait of Nakamura Nakazo ?I (died 1790) as Sekibei. Poem by Ki no Tsurayuki inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
1339,Chunagon Asatada / Mitate sanjurokkasen no uchi,https://research.britishmuseum.org/collectionimages/AN00429/AN00429947_001_l.jpg,"Colour woodblock print. Half-length portrait of Bando Shuka I as Urasato. Poem by Chunagon Asatada inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
1340,Sanjo'in no Nyukurodo Sakon / Mitate sanjurokkasen no uchi,https://research.britishmuseum.org/collectionimages/AN00429/AN00429943_001_l.jpg,"Colour woodblock print. Half-length portrait of Ichikawa Danjuro VIII as Tokijiro. Poem by Sanjo'in no Nyukurodo Sakon inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
1341,Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431246_001_l.jpg,"Colour woodblock print. Bust portrait of Ichikawa Ichizo III as Usuda Hayato reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
1342,Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431284_001_l.jpg,"Colour woodblock print. Bust portrait of Sawamura Tanosuke III as Shinzo Nakoso reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
1343,Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431275_001_l.jpg,"Colour woodblock print. Bust portrait of Onoe Kikugoro IV as Nana'aya Dayu reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
1344,Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431271_001_l.jpg,"Colour woodblock print. Bust portrait of Nakamura Shikan IV as Banjaku Taro reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
1345,Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431453_001_l.jpg,"Colour woodblock print. Bust portrait of Onoe Baiko as Minamoto no Yorimitsu reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
1346,hashira-e,https://research.britishmuseum.org/collectionimages/AN00612/AN00612182_001_l.jpg,"Woodblock print. Popular culture. Young prince seated holding a tobacco box, with a kara-shishi at his feet and a peony bush behind him. Parody of Monju. Nishiki-e on paper.",lion dog;tree/bush;smoking;flower
1347,Kyoka Yamato jinbutsu ÅEÅEÅEÅE≠ÅEÅEÅEÅEÅEÅEæÅEÅE®ÅE∫∫ÅEÅE© (Japanese People: A Kyoka Collection),https://research.britishmuseum.org/collectionimages/AN00241/AN00241443_001_l.jpg,Illustrated book. 7 vols.,trade/occupation;literature;japanese;kyoka
1348,print,https://research.britishmuseum.org/collectionimages/AN00602/AN00602874_001_l.jpg,"Woodblock print. Courtesan of Edo, in outer garment decorated with ivy leaves, cherry blossom, fans and tasselled braids. Signed, sealed, marked and inscribed.",courtesan/prostitute
1349,Dai Nihon fujin sokuhatsu zukai ÅE§ßÅEÅE•ÅEÅE¨ÅE©¶ÅE∫∫ÅEÅEÅEÅE´™ÅEÅE≥ÅEß£ (Illustrated Explanation of WomenÅEÄÅEs Hairstyles of Imperial Japan),https://research.britishmuseum.org/collectionimages/AN16132/AN1613208536_l.jpg,"Colour woodblock print triptych. Maid dressing the hair of a young woman who has selected a hairstyle from a range of modern options depicted to either side in sets of photographs showing front, back and profile views. Part one of the text promotes the new hairstyles as being healthy and benefitting the nation. Part two provides instructions on dressing the hair.",headgear/hairstyle
1350,painting,https://research.britishmuseum.org/collectionimages/AN00386/AN00386607_001_l.jpg,"Sketch. Deity. Scene of Hell with Emma presiding while victims are being tortured. Ink and colours on paper. According to the catalogue, signed and seal.",king/queen;hell;torture;buddhism
1351,triptych print / tanzaku,https://research.britishmuseum.org/collectionimages/AN00536/AN00536362_001_l.jpg,"Colour woodblock print (one of triptych), tanzaku. Two pilgrims writing on pillar: One standing on top of the other's back. Nishiki-e on paper. Signed, marked an inscribed.",pilgrim
1352,Sei Shonagon ÅE∏ÅEÅE∞ÅEÅE¥ÅEÅE®Ä / Shiika shashin kyo ÅE©©ÅEÅE•ÅEÅEÅEÅEÅEÅEÅEÅE° (True Mirror of Chinese and Japanese Poems),https://research.britishmuseum.org/collectionimages/AN00605/AN00605764_001_l.jpg,"Woodblock print, diptych. Classical literature. Sei Shonagon's poem from Hyakunin Isshu, the lover with attendants attempting to gain access. Nishiki-e on paper.",attendant;literature
1353,Shiika shashin kyo ÅE©©ÅEÅE•ÅEÅEÅEÅEÅEÅEÅEÅE° (True Mirror of Chinese and Japanese Poems),https://research.britishmuseum.org/collectionimages/AN00605/AN00605591_001_l.jpg,"Woodblock print, diptych. Classical literature. Rural landscape. Chinese traveller on horseback (according to register, Sotoba), and his servant on foot on a snowy river bank. Nishiki-e on paper.",traveller/travel;snow;servant/domestic worker;literature;landscape;equestrian
1354,Ariwara no Narihira ÅEÅE®ÅEÅEÅEÅE•≠ÅEπ≥ / Shiika shashin kyo ÅE©©ÅEÅE•ÅEÅEÅEÅEÅEÅEÅEÅE° (True Mirror of Chinese and Japanese Poems),https://research.britishmuseum.org/collectionimages/AN00605/AN00605512_001_l.jpg,"Woodblock print, diptych. Classical literature. Cloth-fulling by moonlight on the banks of the Tamagawa river.1 of 2 impressions. Nishiki-e on paper.",moon;literature
1355,mitate-e / surimono / print / invitation,https://research.britishmuseum.org/collectionimages/AN00607/AN00607595_001_l.jpg,"Colour woodblock large surimono print (folded), mitate-e, invitation. Parody of Ariwara no Narihira in ""Narihira's Journey to the East"" from 'Tales of Ise': Female poet and attendants pausing on journey to admire Mount Fuji; pine-trees of Miho no Matsubara and Mount Fuji in background. Nishiki-e on paper with gauffrage. Signed and inscribed.",poet;literature;concert;yatsushi
1356,surimono / diptych print / advertisement,https://research.britishmuseum.org/collectionimages/AN00605/AN00605815_001_l.jpg,"Colour woodblock-printed diptych, surimono. Advertisement for joruri performance: Woman about to wash her face from ritual lacquered basin; girl pouring out water into basin. Nishiki-e on paper. Inscribed, and signed.",puppetry
1357,Shiika shashin kyo ÅE©©ÅEÅE•ÅEÅEÅEÅEÅEÅEÅEÅE° (True Mirror of Chinese and Japanese Poems) / Hakurakuten ÅEÅEΩÅE•ΩÅE§© (Bo Juyi),https://research.britishmuseum.org/collectionimages/AN00706/AN00706492_001_l.jpg,"Colour woodblock print. One from series of ten prints based on well-known Chinese and Japanese poems. The poet Hakuraku by the seashore. Inscribed, signed, sealed and marked.",poet
1358,surimono / print,https://research.britishmuseum.org/collectionimages/AN00607/AN00607165_001_l.jpg,"Colour woodblock-printed surimono. Cherry-trees in blossom in mist; with peak of Mount Fuji beyond; concert programme with name of patron, Fujita Tojiro, on reverse. Nishiki-e on paper, with blind-printing. Trimmed. Signed and inscribed.",cherry blossom
1359,"Kawasaki, Rokugo watashi-bune ÅE∑ÅEÅE¥ÅEÅEÅE≠ÅEÅE∑ÅE∏°ÅEÅEÅE (Kawasaki: Rokugo Ferry) / Tokaido gojusan-tsugi no uchi ÅEÅE±ÅEµ∑ÅEÅEÅEÅE∫ÅEÅEÅEæÅE∏ÅEÅE¨°ÅEπÅEÅEÅEÅE (Fifty-Three Stations of the Tokaido Highway)",https://research.britishmuseum.org/collectionimages/AN00531/AN00531475_001_l.jpg,"Colour woodblock oban print. Ferryboat crossing Rokugo River: Pedlars, women on pilgrimage in ferryboat; laden pack-horse and palanquin waiting on far bank; Mt Fuji in distance in sunset. Nishiki-e on paper. Inscribed, signed and sealed.",landscape;boat/ship;horse/ass
1360,triptych print,https://research.britishmuseum.org/collectionimages/AN00425/AN00425693_001_l.jpg,"Woodblock print, triptych. Kabuki. Actor Matsumoto Koshiro as Gihei from Chushingura on box, Bando Mitsugoro with Otani Hiroemon as ronin with sword, sandal. Nishiki-e on paper.",footwear;samurai;kabuki;arms/armour;actor/actress
1361,print,https://research.britishmuseum.org/collectionimages/AN00521/AN00521721_001_l.jpg,"Colour woodblock print. Portrait of Arashi Sangoro II as Yamanaka Saemon. Scene from the actor's retirement performance ""Isse ichidai"", performed in the Temma Tenjin Shrine in the third month of 1798. Inscribed, signed, publisher's mark.",kabuki;actor/actress
1362,painting,https://research.britishmuseum.org/collectionimages/AN00229/AN00229272_001_l.jpg,"Painting, hanging scroll. Girl playing with two children. Ink and colours on paper. Signed and sealed.",fuzoku
1363,painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00227/AN00227299_001_l.jpg,Hanging scroll. The 6 poets. Ink and colours on paper.,six immortals of poetry
1364,uki-e / print,https://research.britishmuseum.org/collectionimages/AN00420/AN00420733_001_l.jpg,"Woodblock print with hand-colouring. Scene from joruri play of 'Momochidori musume dojoji' at Nakamura-za theatre; Ichikawa Ebizo and Otani Hiroji as monks, Segawa Kikunojo as dancer; heroine entering left on raised walkway, while two monks on main stage in front of great bell. Trimmed. Inscribed and signed.",theatre/theatrical life
