Title,Source,Description,Keywords
"Chojiya uchi Hinazuru, Kikutsuru, Tamatsuru, Utatsuru, Uratsuru, Miyatsuru, Iwatsuru ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｭ・・ｻ・・ｻ・ｽｱ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｶ・ｽｴ・・ｻﾂﾂ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽ､・・ｻ・・ｻ・・ｻ・・ｻﾂﾂ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｾ・・ｻ・・ｻ・ｽ､・・ｻ・・ｻ・・ｻ・・ｻﾂﾂ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽ､・・ｻ・・ｻ・・ｻ・・ｻﾂﾂ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽ､・・ｻ・・ｻ・・ｻ・・ｻﾂﾂ・・ｻ・・ｻ・ｽｿ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽ､・・ｻ・・ｻ・・ｻ・・ｻﾂﾂ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｯ・・ｻ・・ｻ・ｽ､・・ｻ・・ｻ・・ｻ (Hinazuru of the Chojiya, [shinzo:] Kikutsuru, Tamatsuru, Utatsuru, Uratsuru, Miyatsuru, Iwatsuru)",https://research.britishmuseum.org/collectionimages/AN00525/AN00525339_001_l.jpg,"Colour woodblock print. Bijinga. Hinazuru showing back of dress; shinzo and kamuro to left; with poem. Nishiki-e on paper. Inscribed, signed, sealed and marked.",courtesan/prostitute;bijin;kamuro
"Tamaya uchi Hanamurasaki, Shirabe, Teriha・・ｻﾂﾂ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｱ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｱ・・ｻ・ｽｴ・ｽｫ・・ｻﾂﾂ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｹ・・ｻﾂﾂ・・ｻ・・ｻ・ｽｦ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｯ (Hanamurasaki of the Tamaya, [kamuro:] Shirabe, Teriha) / Mutamagawa ・・ｻ・・ｻ・ｽｭ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｷ・・ｻ (Six Jewel Rivers)",https://research.britishmuseum.org/collectionimages/AN00527/AN00527041_001_l.jpg,"Colour woodblock print. Courtesan Hanamurasaki of Tamaya seated with smoking equipment, looking at her reflection in large mirror held by her assistant; with poem. Nishiki-e on paper, with metallic filings. Inscribed, signed, sealed and marked.",courtesan/prostitute
print,https://research.britishmuseum.org/collectionimages/AN00422/AN00422043_001_l.jpg,"Woodblock print. Bijinga. Lady having her hair dressed by hair maid,with autumn grasses visible through open window.1 of 2 impressions. Nishiki-e on paper.",servant/domestic worker;seasons;bijin
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN16129/AN1612936280_l.jpg,Hanging scroll; ink and colour on paper.  Courtesan reading a letter.,bijin
Gonchunagon Atsutada / Mitate sanjurokkasen no uchi,https://research.britishmuseum.org/collectionimages/AN00429/AN00429931_001_l.jpg,"Colour woodblock print. Half-length portrait of Bando Mitsugoro IV (changed to Morita Kan'ya 11 1850/11) as ?Shunkan Soto. Poem by Gonchunagon (Fujiwara no) ?Atsutada inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Oshikochi no Mitsune / Mitate sanjurokkasen no uchi,https://research.britishmuseum.org/collectionimages/AN00429/AN00429913_001_l.jpg,"Colour woodblock print. Half-length portrait of Bando Shuka I as Shajin Sakuramaru. Poem by Oshikochi no Mitsune inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Ki no Tsurayuki / Mitate sanjurokkasen no uchi,https://research.britishmuseum.org/collectionimages/AN00429/AN00429935_001_l.jpg,"Colour woodblock print. Half-length portrait of Nakamura Nakazo ?I (died 1790) as Sekibei. Poem by Ki no Tsurayuki inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Chunagon Asatada / Mitate sanjurokkasen no uchi,https://research.britishmuseum.org/collectionimages/AN00429/AN00429947_001_l.jpg,"Colour woodblock print. Half-length portrait of Bando Shuka I as Urasato. Poem by Chunagon Asatada inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Sanjo'in no Nyukurodo Sakon / Mitate sanjurokkasen no uchi,https://research.britishmuseum.org/collectionimages/AN00429/AN00429943_001_l.jpg,"Colour woodblock print. Half-length portrait of Ichikawa Danjuro VIII as Tokijiro. Poem by Sanjo'in no Nyukurodo Sakon inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431246_001_l.jpg,"Colour woodblock print. Bust portrait of Ichikawa Ichizo III as Usuda Hayato reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431284_001_l.jpg,"Colour woodblock print. Bust portrait of Sawamura Tanosuke III as Shinzo Nakoso reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431275_001_l.jpg,"Colour woodblock print. Bust portrait of Onoe Kikugoro IV as Nana'aya Dayu reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431271_001_l.jpg,"Colour woodblock print. Bust portrait of Nakamura Shikan IV as Banjaku Taro reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431453_001_l.jpg,"Colour woodblock print. Bust portrait of Onoe Baiko as Minamoto no Yorimitsu reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
hashira-e,https://research.britishmuseum.org/collectionimages/AN00612/AN00612182_001_l.jpg,"Woodblock print. Popular culture. Young prince seated holding a tobacco box, with a kara-shishi at his feet and a peony bush behind him. Parody of Monju. Nishiki-e on paper.",lion dog;tree/bush;smoking;flower
print,https://research.britishmuseum.org/collectionimages/AN00602/AN00602874_001_l.jpg,"Woodblock print. Courtesan of Edo, in outer garment decorated with ivy leaves, cherry blossom, fans and tasselled braids. Signed, sealed, marked and inscribed.",courtesan/prostitute
Dai Nihon fujin sokuhatsu zukai ・・ｻ・ｽ､・ｽｧ・・ｻ・・ｻ・ｽ･・・ｻ・・ｻ・ｽｬ・・ｻ・ｽｩ・ｽｦ・・ｻ・ｽｺ・ｽｺ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｫ・ｽｪ・・ｻ・・ｻ・ｽｳ・・ｻ・ｽｧ・ｽ｣ (Illustrated Explanation of Women・・ｻﾂ・・ｻs Hairstyles of Imperial Japan),https://research.britishmuseum.org/collectionimages/AN16132/AN1613208536_l.jpg,"Colour woodblock print triptych. Maid dressing the hair of a young woman who has selected a hairstyle from a range of modern options depicted to either side in sets of photographs showing front, back and profile views. Part one of the text promotes the new hairstyles as being healthy and benefitting the nation. Part two provides instructions on dressing the hair.",headgear/hairstyle
painting,https://research.britishmuseum.org/collectionimages/AN00386/AN00386607_001_l.jpg,"Sketch. Deity. Scene of Hell with Emma presiding while victims are being tortured. Ink and colours on paper. According to the catalogue, signed and seal.",king/queen;hell;torture;buddhism
triptych print / tanzaku,https://research.britishmuseum.org/collectionimages/AN00536/AN00536362_001_l.jpg,"Colour woodblock print (one of triptych), tanzaku. Two pilgrims writing on pillar: One standing on top of the other's back. Nishiki-e on paper. Signed, marked an inscribed.",pilgrim
Sei Shonagon ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・ｽｴ・・ｻ・・ｻ・ｽｨﾂ / Shiika shashin kyo ・・ｻ・ｽｩ・ｽｩ・・ｻ・・ｻ・ｽ･・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽ｡ (True Mirror of Chinese and Japanese Poems),https://research.britishmuseum.org/collectionimages/AN00605/AN00605764_001_l.jpg,"Woodblock print, diptych. Classical literature. Sei Shonagon's poem from Hyakunin Isshu, the lover with attendants attempting to gain access. Nishiki-e on paper.",attendant;literature
Shiika shashin kyo ・・ｻ・ｽｩ・ｽｩ・・ｻ・・ｻ・ｽ･・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽ｡ (True Mirror of Chinese and Japanese Poems),https://research.britishmuseum.org/collectionimages/AN00605/AN00605591_001_l.jpg,"Woodblock print, diptych. Classical literature. Rural landscape. Chinese traveller on horseback (according to register, Sotoba), and his servant on foot on a snowy river bank. Nishiki-e on paper.",traveller/travel;snow;servant/domestic worker;literature;landscape;equestrian
Ariwara no Narihira ・・ｻ・・ｻ・ｽｨ・・ｻ・・ｻ・・ｻ・・ｻ・ｽ･・ｽｭ・・ｻ・ｽｹ・ｽｳ / Shiika shashin kyo ・・ｻ・ｽｩ・ｽｩ・・ｻ・・ｻ・ｽ･・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽ｡ (True Mirror of Chinese and Japanese Poems),https://research.britishmuseum.org/collectionimages/AN00605/AN00605512_001_l.jpg,"Woodblock print, diptych. Classical literature. Cloth-fulling by moonlight on the banks of the Tamagawa river.1 of 2 impressions. Nishiki-e on paper.",moon;literature
mitate-e / surimono / print / invitation,https://research.britishmuseum.org/collectionimages/AN00607/AN00607595_001_l.jpg,"Colour woodblock large surimono print (folded), mitate-e, invitation. Parody of Ariwara no Narihira in ""Narihira's Journey to the East"" from 'Tales of Ise': Female poet and attendants pausing on journey to admire Mount Fuji; pine-trees of Miho no Matsubara and Mount Fuji in background. Nishiki-e on paper with gauffrage. Signed and inscribed.",poet;literature;concert;yatsushi
surimono / diptych print / advertisement,https://research.britishmuseum.org/collectionimages/AN00605/AN00605815_001_l.jpg,"Colour woodblock-printed diptych, surimono. Advertisement for joruri performance: Woman about to wash her face from ritual lacquered basin; girl pouring out water into basin. Nishiki-e on paper. Inscribed, and signed.",puppetry
Shiika shashin kyo ・・ｻ・ｽｩ・ｽｩ・・ｻ・・ｻ・ｽ･・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽ｡ (True Mirror of Chinese and Japanese Poems) / Hakurakuten ・・ｻ・・ｻ・ｽｽ・・ｻ・ｽ･・ｽｽ・・ｻ・ｽ､・ｽｩ (Bo Juyi),https://research.britishmuseum.org/collectionimages/AN00706/AN00706492_001_l.jpg,"Colour woodblock print. One from series of ten prints based on well-known Chinese and Japanese poems. The poet Hakuraku by the seashore. Inscribed, signed, sealed and marked.",poet
surimono / print,https://research.britishmuseum.org/collectionimages/AN00607/AN00607165_001_l.jpg,"Colour woodblock-printed surimono. Cherry-trees in blossom in mist; with peak of Mount Fuji beyond; concert programme with name of patron, Fujita Tojiro, on reverse. Nishiki-e on paper, with blind-printing. Trimmed. Signed and inscribed.",cherry blossom
"Kawasaki, Rokugo watashi-bune ・・ｻ・ｽｷ・・ｻ・・ｻ・ｽｴ・・ｻ・・ｻ・・ｻ・ｽｭ・・ｻ・・ｻ・ｽｷ・・ｻ・ｽｸ・ｽ｡・・ｻ・・ｻ・・ｻ (Kawasaki: Rokugo Ferry) / Tokaido gojusan-tsugi no uchi ・・ｻ・・ｻ・ｽｱ・・ｻ・ｽｵ・ｽｷ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｺ・・ｻ・・ｻ・・ｻ・ｽｾ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｬ・ｽ｡・・ｻ・ｽｹ・・ｻ・・ｻ・・ｻ・・ｻ (Fifty-Three Stations of the Tokaido Highway)",https://research.britishmuseum.org/collectionimages/AN00531/AN00531475_001_l.jpg,"Colour woodblock oban print. Ferryboat crossing Rokugo River: Pedlars, women on pilgrimage in ferryboat; laden pack-horse and palanquin waiting on far bank; Mt Fuji in distance in sunset. Nishiki-e on paper. Inscribed, signed and sealed.",landscape;boat/ship;horse/ass
triptych print,https://research.britishmuseum.org/collectionimages/AN00425/AN00425693_001_l.jpg,"Woodblock print, triptych. Kabuki. Actor Matsumoto Koshiro as Gihei from Chushingura on box, Bando Mitsugoro with Otani Hiroemon as ronin with sword, sandal. Nishiki-e on paper.",footwear;samurai;kabuki;arms/armour;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00521/AN00521721_001_l.jpg,"Colour woodblock print. Portrait of Arashi Sangoro II as Yamanaka Saemon. Scene from the actor's retirement performance ""Isse ichidai"", performed in the Temma Tenjin Shrine in the third month of 1798. Inscribed, signed, publisher's mark.",kabuki;actor/actress
painting,https://research.britishmuseum.org/collectionimages/AN00229/AN00229272_001_l.jpg,"Painting, hanging scroll. Girl playing with two children. Ink and colours on paper. Signed and sealed.",fuzoku
uki-e / print,https://research.britishmuseum.org/collectionimages/AN00420/AN00420733_001_l.jpg,"Woodblock print with hand-colouring. Scene from joruri play of 'Momochidori musume dojoji' at Nakamura-za theatre; Ichikawa Ebizo and Otani Hiroji as monks, Segawa Kikunojo as dancer; heroine entering left on raised walkway, while two monks on main stage in front of great bell. Trimmed. Inscribed and signed.",theatre/theatrical life
mitate-e / print,https://research.britishmuseum.org/collectionimages/AN00595/AN00595829_001_l.jpg,"Woodblock print, mitate-e. Children learning the classic Chinese four accomplishments: (top left) music represented by koto; (top right) calligraphy; chess represented by go (bottom left); painting (bottom right); folding screen (top left) decorated with plum blossoms. Inscribed, signed and marked.",arts and sciences;yatsushi
"Segawa Kikunojo III as Otori, Ichikawa Yaozo III as Goro and Iwai Hanshiro IV as Ocho ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｻ・ｽ｣・・ｻ・・ｻ・ｽｮ・・ｻﾂ・ｽｬ・・ｻ・ｽｷ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｹ・・ｻ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・ｽｮ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｨ・・ｻ・・ｻ・・ｻ・・ｻﾂ・・ｻ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｻ・ｽ｣・・ｻ・・ｻ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｷ・・ｻ・・ｻ・・ｻ・ｽｫ・・ｻ・・ｻ・ｽｾ・・ｻ・・ｻ・ｽｵ・・ｻ・・ｻ・ｽｮ・・ｻ・ｽｺ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻﾂ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｻ・ｽ｣・・ｻ・・ｻ・ｽｮ・・ｻ・ｽｲ・ｽｩ・・ｻ・ｽｺ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｮ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｦ・・ｻ・・ｻ・ｽｵ",https://research.britishmuseum.org/collectionimages/AN00513/AN00513347_001_l.jpg,"Woodblock print, triptych. Kabuki. Actors Segawa Kikunojo,Ichikawa Yaozo and Iwai Hanshiro in the harugoma dance. Nishiki-e on paper. This image is 1951,1006,0.4.1",kabuki;dance;actor/actress
Segawa Kikunojo III as Ohan and Matsumoto Koshiro IV as Choemon (・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｻ・ｽ｣・・ｻ・・ｻ・ｽｮ・・ｻﾂ・ｽｬ・・ｻ・ｽｷ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｹ・・ｻ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・ｽｮ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｨ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｻ・ｽ｣・・ｻ・・ｻ・ｽｮ・・ｻ・・ｻ・ｽｾ・・ｻ・・ｻ・ｽｬ・・ｻ・ｽｹ・ｽｸ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｮ・・ｻ・・ｻ・ｽｷ・・ｻ・・ｻ・ｽｳ・・ｻ・ｽ｡・・ｻ・・ｻ・・ｻﾂ),https://research.britishmuseum.org/collectionimages/AN00424/AN00424642_001_l.jpg,"Colour woodblock print. Actors Matsumoto Koshiro IV and Segawa Kikunojo III: Koshiro in male dress, smoking with pipe in right; Kikunojo in female dress, adjusting her hairpin in left. Signed.",kabuki;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00035/AN00035603_001_l.jpg,"COMPASS Title: Suzuki Harunobu, Hunting for insects, a colour woodblock print",fuzoku
"Hangishi Dosabiki (Block-carver, Applying Sizing) / Edo meibutsu nishiki-e kosaku ・・ｻ・ｽｱ・・ｻ・・ｻ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｩ・・ｻ・・ｻ・ｽｦ・・ｻ・ｽｵ・ｽｵ・・ｻﾂ・・ｻ・・ｻ・ｽｽ・・ｻ (Cultivation of Brocade Prints, a Famous Product of Edo)",https://research.britishmuseum.org/collectionimages/AN00694/AN00694203_001_l.jpg,"Woodblock print, left and central sheets of triptych. Women engaged in making colour woodblock prints. Nishiki-e on paper.",printmaking/printing
"Sakata Hangoro II as ?, Onoe Kikugoro I as Izumi Saburo (・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｻ・ｽ｣・・ｻ・・ｻ・ｽｮ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｺ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｨ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｻ・ｽ｣・・ｻ・ｽｰ・ｽｾ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｺ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｮ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｳ・・ｻ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・・ｻ)",https://research.britishmuseum.org/collectionimages/AN00425/AN00425415_001_l.jpg,Woodblock print. Kabuki. Two actors reading a scroll. Inscription. Nishiki-e on paper.,kabuki;actor/actress
screen / painting,https://research.britishmuseum.org/collectionimages/AN00269/AN00269833_001_l.jpg,"Six-fold screen, one of a pair.  Hiyoshi and Sanno Shrine Festival.",religion/belief;festival
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00229/AN00229713_001_l.jpg,"Painting, hanging scroll. Four women and a boy viewing cherry blossom. Ink and colours on silk.",fuzoku;cherry blossom
mitate-e / forgery / painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00230/AN00230955_001_l.jpg,"Hanging scroll. Courtesan dressing a man's hair, with attendant. Ink and colours on silk.",kabuki
print,https://research.britishmuseum.org/collectionimages/AN00418/AN00418021_001_l.jpg,"Woodblock print. Scene from New Year kabuki in play of  'Hatsu-goyomi akinai Soga' at Nakamura-za Theatre: Ichikawa Danjuro II as Demon King, Sadojima Chojoro as Soga no Juro. With hand-colouring, lacquer (ink and glue) and metal dust. Inscribed, signed, marked and sealed.",kabuki;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00521/AN00521347_001_l.jpg,"Colour woodblock print with powdered mica ground. Actor Tanimura Torazo as Washizuka Yaheiji in play 'The Loved Wife's Parti-Coloured Reins'; holding sword. Inscribed, signed, sealed and marked.",kabuki;actor/actress
